Pc_name,no,type,state,candidate_name,party,electors,votes,Turnout,margin,margin%,year
Khammam,39,GEN,Andhra Pradesh,T. Lakshmikantamma,Indian National Congress,"4,97,926","3,92,684",78.9 %,"1,11,328",28.40%,1967
Khandwa,181,GEN,Madhya Pradesh [1947 - 1999],G. Dikshit,Indian National Congress,"4,96,852","3,09,249",62.2 %,"1,698",0.50%,1967
Khargone,182,GEN,Madhya Pradesh [1947 - 1999],S.C.K. Bajpai,Indian National Congress,"4,77,890","2,55,641",53.5 %,"9,164",3.60%,1967
Khed,261,GEN,Maharashtra,R. K. Khadilkar,Indian National Congress,"4,75,268","2,83,057",59.6 %,"76,327",27.00%,1967
Kheri,366,GEN,Uttar Pradesh [1947 - 1999],B. Verma,Indian National Congress,"5,09,557","2,39,999",47.1 %,"1,347",0.60%,1967
Khunti,106,ST,Bihar [1947 - 1999],J. Singh,Indian National Congress,"4,63,401","1,93,385",41.7 %,"5,277",2.70%,1967
Khurja,429,SC,Uttar Pradesh [1947 - 1999],R. Charan,Praja Socialist Party,"5,05,893","2,81,142",55.6 %,"1,017",0.40%,1967
Kishanganj,76,GEN,Bihar [1947 - 1999],L. L. Kapoor,Praja Socialist Party,"4,64,508","2,08,354",44.9 %,"34,283",16.50%,1967
Kokrajhar,46,ST,Assam,R. Brahma,Indian National Congress,"4,15,618",RU,NA,RU,NA,1967
Kolaba,226,GEN,Maharashtra,D. K. Kunte,Peasants & Workers Party,"4,80,867","3,28,864",68.4 %,"34,808",10.60%,1967
Kolar,277,SC,Mysore,G. Y. Krishnan,Indian National Congress,"4,61,527","2,91,752",63.2 %,"63,889",21.90%,1967
Kolhapur,268,GEN,Maharashtra,S. D. Mane,Indian National Congress,"4,56,905","3,23,990",70.9 %,"32,710",10.10%,1967
Kopargaon,260,GEN,Maharashtra,A. P. Shince,Indian National Congress,"4,75,212","3,13,343",65.9 %,"14,962",4.80%,1967
Koppal,272,GEN,Mysore,A. Sanganna,Indian National Congress,"5,19,702","3,27,016",62.9 %,"24,602",7.50%,1967
Koraput,307,ST,Orissa,U. Ramachandra,Indian National Congress,"4,81,761","1,27,105",26.4 %,"2,990",2.40%,1967
Kota,342,SC,Rajasthan,Onkarlal,Bhartiya Jan Sangh,"5,13,800","2,85,321",55.5 %,"25,883",9.10%,1967
Kottayam,490,GEN,Kerala,K. M. Abraham,Communist Party Of India (MARXIST),"4,26,210","3,44,933",80.9 %,"48,581",14.10%,1967
Kozhikode,481,GEN,Kerala,E. S. Sait,Muslim Leage,"4,95,721","3,87,366",78.1 %,"81,873",21.10%,1967
Krishnagar,447,GEN,West Bengal,H. Chattopadhyay,Independent,"4,64,751","3,43,935",74.0 %,"32,797",9.50%,1967
Krishnagiri,197,GEN,Madras,M. Kamalanathan,Dravida Munetra Kazhagam,"5,03,298","3,36,999",67.0 %,"18,294",5.40%,1967
Kumbakonam,213,GEN,Madras,S. Era,Dravida Munetra Kazhagam,"5,34,001","4,40,213",82.4 %,"20,039",4.60%,1967
Kurnool,26,GEN,Andhra Pradesh,Y. G. Linganagowda,Swatantra,"5,10,823","3,40,816",66.7 %,"10,783",3.20%,1967
Kutch,109,GEN,Gujarat,T.M. Sheth,Indian National Congress,"3,70,407","2,19,384",59.2 %,"6,675",3.00%,1967
Laccadive Minicoy And Amindivi,515,ST,"Laccadive, Minicoy And Amindivi Islands",M.S. Padanatha,Independent,"14,505","11,897",82.0 %,386,3.20%,1967
Ladakh,145,GEN,Jammu & Kashmir,K. Bakula,Indian National Congress,"51,381",RU,NA,RU,NA,1967
Lakhimpur,54,GEN,Assam,B. Sastri.,Indian National Congress,"3,97,099","2,13,392",53.7 %,"53,686",25.20%,1967
Lalganj,398,SC,Uttar Pradesh [1947 - 1999],R. Dhan,Indian National Congress,"5,07,852","2,50,502",49.3 %,"36,858",14.70%,1967
Latur,251,SC,Maharashtra,T. D. Kamble,Indian National Congress,"5,36,980","2,43,197",45.3 %,"38,674",15.90%,1967
Lohardaga,107,ST,Bihar [1947 - 1999],K. Doraon,Indian National Congress,"4,63,997","1,68,102",36.2 %,"33,486",19.90%,1967
Lucknow,371,GEN,Uttar Pradesh [1947 - 1999],A. N. Mulla,Independent,"4,58,070","2,65,136",57.9 %,"20,972",7.90%,1967
Ludhiana,325,GEN,Punjab,D. Singh,Indian National Congress,"5,19,908","3,72,870",71.7 %,"13,074",3.50%,1967
Machhlishahr,399,GEN,Uttar Pradesh [1947 - 1999],Mageshwar,Indian National Congress,"5,03,271","2,53,671",50.4 %,"30,875",12.20%,1967
Machilipatnam,14,GEN,Andhra Pradesh,Y.A. Arasad,Indian National Congress,"5,05,282","3,96,723",78.5 %,"77,592",19.60%,1967
Madhipura,74,GEN,Bihar [1947 - 1999],B. P. Mandal,Samyukta Socialist Party,"5,35,701","2,93,767",54.8 %,"37,426",12.70%,1967
Madhubani,69,GEN,Bihar [1947 - 1999],S. C. Jha,Samyukta Socialist Party,"5,35,332","3,21,457",60.1 %,"16,407",5.10%,1967
Madras North,185,GEN,Madras,K. Manoharan,Dravida Munetra Kazhagam,"5,50,302","4,11,868",74.8 %,"61,334",14.90%,1967
Madras South,186,GEN,Madras,C. N. Annadurai,Dravida Munetra Kazhagam,"5,75,015","4,23,235",73.6 %,"81,978",19.40%,1967
Madurai,208,GEN,Madras,P. Ramamurti,Communist Party Of India (MARXIST),"5,72,490","4,46,802",78.1 %,"1,05,468",23.60%,1967
Maharajganj,62,GEN,Bihar [1947 - 1999],M. P. Singh,Indian National Congress,"5,66,098","2,80,751",49.6 %,"17,244",6.10%,1967
Maharajganj,391,GEN,Uttar Pradesh [1947 - 1999],M. Prasad,Indian National Congress,"4,63,161","2,51,456",54.3 %,"46,727",18.60%,1967
Mahasamund,161,GEN,Madhya Pradesh [1947 - 1999],V. Shukla,Indian National Congress,"5,12,663","2,05,419",40.1 %,"66,086",32.20%,1967
Mahasu,509,GEN,Himachal Pradesh,V. Singh,Indian National Congress,"2,58,163","1,33,460",51.7 %,"59,510",44.60%,1967
Mahbubnagar,29,GEN,Andhra Pradesh,J. R. Rao,Indian National Congress,"5,28,864","3,11,485",58.9 %,"89,817",28.80%,1967
Mahendragarh,139,GEN,Haryana,G. Singh,Indian National Congress,"4,91,115","3,32,233",67.7 %,"46,738",14.10%,1967
Mainpuri,421,GEN,Uttar Pradesh [1947 - 1999],M. Singh,Indian National Congress,"4,98,845","2,96,665",59.5 %,"30,088",10.10%,1967
Malda,443,GEN,West Bengal,U. Roy,Indian National Congress,"4,53,070","3,08,145",68.0 %,"27,749",9.00%,1967
Malegaon,235,ST,Maharashtra,Z. M. Kahandole,Indian National Congress,"4,53,548","2,83,893",62.6 %,"9,202",3.20%,1967
Mandi,514,GEN,Himachal Pradesh,L. Sen,Indian National Congress,"2,84,025","1,27,105",44.8 %,"34,265",27.00%,1967
Mandla,168,ST,Madhya Pradesh [1947 - 1999],M. Uikey,Indian National Congress,"4,79,138","1,67,815",35.0 %,"33,821",20.20%,1967
Mandsaur,184,GEN,Madhya Pradesh [1947 - 1999],K.S. Singh,Bhartiya Jan Sangh,"4,82,032","2,94,871",61.2 %,"28,791",9.80%,1967
Mandvi,131,ST,Gujarat,C.M. Kedaria,Indian National Congress,"4,28,977","2,67,704",62.4 %,"61,737",23.10%,1967
Mandya,281,GEN,Mysore,M. K. Shivananjappa,Indian National Congress,"5,03,529","3,55,772",70.7 %,"46,484",13.10%,1967
Mangaldai,49,GEN,Assam,N. Barua,Praja Socialist Party,"4,40,526","2,26,863",51.5 %,"37,000",16.30%,1967
Mangalore,284,GEN,Mysore,C. M. Poonacha,Indian National Congress,"4,48,646","3,17,224",70.7 %,"28,522",9.00%,1967
Manjeri,482,GEN,Kerala,M. M. Ismail,Muslim Leage,"4,53,637","3,02,322",66.6 %,"1,07,494",35.60%,1967
Marmagoa,508,GEN,"Goa, Daman And Diu",S.E.D Jesus,United Goans - Seqveria Group,"2,16,538","1,41,159",65.2 %,"2,552",1.80%,1967
Mathura,426,GEN,Uttar Pradesh [1947 - 1999],G.S.S.A.B. Singh,Independent,"5,12,124","3,18,742",62.2 %,"84,431",26.50%,1967
Mathurapur,452,SC,West Bengal,K. Haldar,Communist Party Of India,"5,46,374","4,20,969",77.1 %,"13,115",3.10%,1967
Mavelikara,492,GEN,Kerala,G. P. Mangalathumadom,Samyukta Socialist Party,"4,59,888","3,61,923",78.7 %,"18,694",5.20%,1967
Mayuram,214,SC,Madras,K. Subravelu,Dravida Munetra Kazhagam,"4,66,790","3,83,119",82.1 %,"52,044",13.60%,1967
Mayurbhanj,297,ST,Orissa,M. Majhi,Swatantra,"4,48,482","1,59,380",35.5 %,"37,026",23.20%,1967
Medak,33,GEN,Andhra Pradesh,S. L. Bai .,Indian National Congress,"4,98,348","2,96,187",59.4 %,"84,665",28.60%,1967
Meerut,432,GEN,Uttar Pradesh [1947 - 1999],M.S. Bharti,Samyukta Socialist Party,"4,88,752","3,15,363",64.5 %,"38,896",12.30%,1967
Mehsana,119,GEN,Gujarat,R.J. Amin,Swatantra,"4,93,885","3,56,842",72.3 %,"36,946",10.40%,1967
Mettur,199,GEN,Madras,S. Kandappan,Dravida Munetra Kazhagam,"5,44,859","3,58,490",65.8 %,"56,845",15.90%,1967
Midnapore,467,GEN,West Bengal,S. N. Maity,Bangla Congress,"4,76,288","3,39,374",71.3 %,"43,283",12.80%,1967
Miryalguda,41,GEN,Andhra Pradesh,"G. S, Reddy",Indian National Congress,"5,03,494","3,70,735",73.6 %,"42,044",11.30%,1967
Mirzapur,406,GEN,Uttar Pradesh [1947 - 1999],V. Narain,Bhartiya Jan Sangh,"5,07,113","3,06,758",60.5 %,"17,271",5.60%,1967
Mishrikh,369,SC,Uttar Pradesh [1947 - 1999],S. Prasad,Indian National Congress,"5,21,651","2,44,097",46.8 %,"4,934",2.00%,1967
Mohanlalganj,372,SC,Uttar Pradesh [1947 - 1999],G. Devi,Indian National Congress,"4,67,551","2,26,659",48.5 %,"35,804",15.80%,1967
Monghyr,84,GEN,Bihar [1947 - 1999],L. M. Ramchandra,Samyukta Socialist Party,"5,21,986","3,20,157",61.3 %,"96,684",30.20%,1967
Moradabad,359,GEN,Uttar Pradesh [1947 - 1999],O. P. T. Pursharthi,Bhartiya Jan Sangh,"4,67,589","2,77,516",59.4 %,"27,305",9.80%,1967
Morena,148,SC,Madhya Pradesh [1947 - 1999],Atamdas,Independent,"5,14,135","2,72,748",53.1 %,"80,309",29.40%,1967
Motihari,57,GEN,Bihar [1947 - 1999],B. Misra,Indian National Congress,"4,63,766","2,31,462",49.9 %,"35,184",15.20%,1967
Mukundapuram,486,GEN,Kerala,P. G. Menon,Indian National Congress,"4,51,269","3,68,349",81.6 %,"5,338",1.40%,1967
Murshidabad,445,GEN,West Bengal,S. Badrudduja,Independent,"4,80,134","3,06,654",63.9 %,"14,966",4.90%,1967
Muvattu Puzha,488,GEN,Kerala,P. P. Esthose,Communist Party Of India (MARXIST),"4,23,640","3,27,971",77.4 %,"42,154",12.90%,1967
Muzaffarnagar,434,GEN,Uttar Pradesh [1947 - 1999],L.A. Khan,Communist Party Of India,"4,90,868","3,19,006",65.0 %,"11,602",3.60%,1967
Muzaffarpur,65,GEN,Bihar [1947 - 1999],D. N. Singh,Indian National Congress,"5,43,563","3,28,990",60.5 %,"37,229",11.30%,1967
Mysore,283,GEN,Mysore,H. D. Tulasidas,Indian National Congress,"4,66,278","2,86,026",61.3 %,"15,289",5.30%,1967
Nabadwip,448,SC,West Bengal,P. R. Thakur.,Bangla Congress,"5,03,900","3,64,599",72.4 %,"79,096",21.70%,1967
Nadhugiri,276,GEN,Mysore,Malimariyappa,Indian National Congress,"5,05,434","3,03,235",60.0 %,"91,167",30.10%,1967
Nagaland,296,GEN,Nagaland,Chubatoshi,Nagaland Nationalist Organisation,"2,14,951",RU,NA,RU,NA,1967
Nagapattinam,215,GEN,Madras,V. Sambasivam,Indian National Congress,"4,77,019","4,03,971",84.7 %,"11,219",2.80%,1967
Nagarkurnool,28,SC,Andhra Pradesh,J. B. M. Rao,Indian National Congress,"4,88,772","2,83,912",58.1 %,"39,659",14.00%,1967
Nagaur,352,GEN,Rajasthan,N. Kumar,Swatantra,"5,73,723","3,64,764",63.6 %,"23,796",6.50%,1967
Nagercoil,223,GEN,Madras,A. Nesamony,Indian National Congress,"4,74,210","3,45,406",72.8 %,"52,014",15.10%,1967
Nagpur,244,GEN,Maharashtra,N. R. Deoghare,Indian National Congress,"5,66,904","3,71,919",65.6 %,"31,969",8.60%,1967
Nainital,356,GEN,Uttar Pradesh [1947 - 1999],K. C. Pant,Indian National Congress,"4,38,131","2,44,276",55.8 %,"33,859",13.90%,1967
Nalanda,88,GEN,Bihar [1947 - 1999],S. Prasad,Indian National Congress,"5,94,698","3,29,789",55.5 %,"78,093",23.70%,1967
Nalgonda,40,GEN,Andhra Pradesh,M. Y. Salim,Indian National Congress,"5,06,698","3,24,498",64.0 %,"92,278",28.40%,1967
Nandeo,250,GEN,Maharashtra,V. B. Tarodekar,Indian National Congress,"5,55,017","3,05,704",55.1 %,"48,005",15.70%,1967
Nandurbar,236,ST,Maharashtra,T. H. Gavit,Indian National Congress,"4,77,176","2,77,257",58.1 %,"39,467",14.20%,1967
Nandyal,27,GEN,Andhra Pradesh,P. V.Subbaiah,Indian National Congress,"5,36,794","4,09,857",76.4 %,"1,68,825",41.20%,1967
Narasapur,10,GEN,Andhra Pradesh,D. Balaramarajau,Indian National Congress,"5,44,802","4,27,350",78.4 %,"36,553",8.60%,1967
Narasaraopet,17,GEN,Andhra Pradesh,M. Sudarsanam,Indian National Congress,"5,84,076","4,17,272",71.4 %,"64,431",15.40%,1967
Nasik,234,GEN,Maharashtra,B. R. Kavade,Indian National Congress,"4,36,875","2,87,435",65.8 %,"36,307",12.60%,1967
Nawada,97,GEN,Bihar [1947 - 1999],M. S. P. N. Puri,Independent,"5,72,864","3,14,878",55.0 %,"20,220",6.40%,1967
Nellore,19,SC,Andhra Pradesh,B. Anjanappa,Indian National Congress,"5,62,683","4,14,702",73.7 %,"16,983",4.10%,1967
New Delhi,500,GEN,Delhi,M.L Sondhi,Bhartiya Jan Sangh,"2,08,755","1,52,918",73.3 %,"24,860",16.30%,1967
Nilgiris,201,GEN,Madras,M. K. N. Gowder,Swatantra,"5,02,089","3,63,063",72.3 %,"19,702",5.40%,1967
Nizamabad,34,GEN,Andhra Pradesh,M.N. Reddy,Independent,"5,07,608","2,92,527",57.6 %,"70,245",24.00%,1967
Nowgong,51,GEN,Assam,L. Keteki,Indian National Congress,"3,88,255","2,51,522",64.8 %,"46,666",18.60%,1967
Nowrangpur,308,ST,Orissa,K. Pradhani,Indian National Congress,"4,77,248","1,23,545",25.9 %,"1,887",1.50%,1967
Ongole,15,GEN,Andhra Pradesh,K. Jaggaiah,Indian National Congress,"5,38,338","4,07,047",75.6 %,"80,458",19.80%,1967
Osmanabad,256,GEN,Maharashtra,T. A. Patil,Indian National Congress,"5,11,526","3,42,503",67.0 %,"25,191",7.40%,1967
Outer Delhi,502,GEN,Delhi,B. Parkash,Indian National Congress,"2,58,107","1,76,794",68.5 %,"9,223",5.20%,1967
Outer Manipur,517,ST,Manipur,P. Haokip,Independent,"2,19,554","1,20,008",54.7 %,"1,541",1.30%,1967
Padrauna,392,GEN,Uttar Pradesh [1947 - 1999],K. N. Pandey,Indian National Congress,"5,05,919","2,63,411",52.1 %,"13,415",5.10%,1967
Palamau,108,SC,Bihar [1947 - 1999],K. Kumari,Indian National Congress,"5,04,969","2,25,069",44.6 %,"41,764",18.60%,1967
Palghat,484,GEN,Kerala,E. K. Nayanar,Communist Party Of India (MARXIST),"4,65,825","2,85,472",61.3 %,"67,358",23.60%,1967
Pali,348,GEN,Rajasthan,S. K. Tapuriah,Swatantra,"5,41,982","3,11,909",57.6 %,"26,071",8.40%,1967
Pandharpur,258,SC,Maharashtra,T. H. Sonavane,Indian National Congress,"4,88,018","3,33,717",68.4 %,"1,079",0.30%,1967
Panjim,507,GEN,"Goa, Daman And Diu",S. J. Jaganath,Independent,"2,01,856","1,44,891",71.8 %,"10,954",7.60%,1967
Parbhani,252,GEN,Maharashtra,S. S. Deshmukh,Indian National Congress,"5,16,182","2,58,437",50.1 %,"26,469",10.20%,1967
Parvathipuram,2,ST,Andhra Pradesh,V.N. Rao,Swatantra,"5,00,375","3,07,954",61.5 %,"35,580",11.60%,1967
Patan,120,SC,Gujarat,D.R. Parmar,Swatantra,"4,85,424","3,18,131",65.5 %,"15,001",4.70%,1967
Patiala,327,GEN,Punjab,M. Kaur,Indian National Congress,"4,60,603","3,32,533",72.2 %,"1,10,210",33.10%,1967
Patna,90,GEN,Bihar [1947 - 1999],R. A. Shastri,Communist Party Of India,"5,26,885","3,27,555",62.2 %,"82,141",25.10%,1967
Peddapalli,36,SC,Andhra Pradesh,M.R. Krishna,Indian National Congress,"4,97,627","3,12,320",62.8 %,"72,195",23.10%,1967
Peermade,489,GEN,Kerala,P. K. V. Nair,Communist Party Of India,"4,49,574","3,21,043",71.4 %,"42,466",13.20%,1967
Perambalur,211,SC,Madras,A. Durairasu,Dravida Munetra Kazhagam,"5,37,811","4,39,321",81.7 %,"33,828",7.70%,1967
Periyakulam,206,GEN,Madras,H. Ajmalkhan,Swatantra,"5,40,711","4,17,928",77.3 %,"27,621",6.60%,1967
Phillaur,324,SC,Punjab,S. Ram,Indian National Congress,"4,81,616","3,49,046",72.5 %,"31,286",9.00%,1967
Phulbani,310,SC,Orissa,A. Dipa,Swatantra,"4,68,645","1,47,798",31.5 %,"21,611",14.60%,1967
Phulpur,407,GEN,Uttar Pradesh [1947 - 1999],V. L. Pandit,Indian National Congress,"4,83,204","2,37,650",49.2 %,"36,183",15.20%,1967
Pilibhit,364,GEN,Uttar Pradesh [1947 - 1999],M. Swaroop,Praja Socialist Party,"4,99,546","2,66,993",53.5 %,"4,104",1.50%,1967
Pollachi,203,GEN,Madras,Narayanan,Dravida Munetra Kazhagam,"5,49,500","4,21,464",76.7 %,"81,754",19.40%,1967
Pondicherry,518,GEN,Pondicherry,N. Sethuraman,Indian National Congress,"2,16,689","1,62,193",74.9 %,"10,425",6.40%,1967
Ponnani,483,SC,Kerala,C. K. Chakrapani,Communist Party Of India (MARXIST),"4,41,611","2,78,696",63.1 %,"62,780",22.50%,1967
Poona,262,GEN,Maharashtra,S. M. Joshi,Samyukta Socialist Party,"4,37,596","3,04,742",69.6 %,"13,538",4.40%,1967
Pratapgarh,375,GEN,Uttar Pradesh [1947 - 1999],R. D. Singh,Indian National Congress,"4,84,834","2,27,396",46.9 %,"21,692",9.50%,1967
Pudukkottai,212,GEN,Madras,R. Umanath,Communist Party Of India (MARXIST),"5,37,531","4,27,795",79.6 %,"9,382",2.20%,1967
Pupari,67,GEN,Bihar [1947 - 1999],S. P. Sahu,Indian National Congress,"5,69,060","3,45,346",60.7 %,"78,978",22.90%,1967
Puri,303,GEN,Orissa,R. Ray,Samyukta Socialist Party,"5,20,581","2,56,875",49.3 %,"59,258",23.10%,1967
Purnea,77,GEN,Bihar [1947 - 1999],P. G. S. Gupta,Indian National Congress,"4,89,476","2,50,487",51.2 %,"4,620",1.80%,1967
Purulia,469,GEN,West Bengal,B. Mahato,Independent,"5,14,651","2,80,923",54.6 %,"31,405",11.20%,1967
Quilon,494,GEN,Kerala,N.S. Nair,Independent,"4,59,508","3,71,498",80.9 %,"79,858",21.50%,1967
Rae Bareli,374,GEN,Uttar Pradesh [1947 - 1999],I. N. Gandhi,Indian National Congress,"4,79,640","2,72,736",56.9 %,"91,703",33.60%,1967
Raichur,271,GEN,Mysore,R. V. Naik,Swatantra,"4,95,088","2,35,984",47.7 %,"11,439",4.80%,1967
Raiganj,441,GEN,West Bengal,C. K. Bhattacharyya,Indian National Congress,"4,87,220","2,76,115",56.7 %,990,0.40%,1967
Raigarh,158,ST,Madhya Pradesh [1947 - 1999],R. Gandha,Indian National Congress,"5,04,247","2,51,730",49.9 %,"29,146",11.60%,1967
Raipur,162,GEN,Madhya Pradesh [1947 - 1999],L. Gupta,Indian National Congress,"5,38,719","2,95,774",54.9 %,"24,415",8.30%,1967
Rajahmundry,8,GEN,Andhra Pradesh,D.S. Raju,Indian National Congress,"5,30,740","4,10,324",77.3 %,"1,34,913",32.90%,1967
Rajampet,22,GEN,Andhra Pradesh,P. Parthasarathy,Indian National Congress,"5,18,951","3,74,210",72.1 %,"66,549",17.80%,1967
Rajapur,224,GEN,Maharashtra,N. B. Pai,Praja Socialist Party,"3,96,063","2,35,909",59.6 %,"59,084",25.00%,1967
Rajkot,111,GEN,Gujarat,M.R. Masani,Swatantra,"4,60,286","2,88,480",62.7 %,"6,476",2.20%,1967
Rajmahal,79,ST,Bihar [1947 - 1999],I. Marandi,Indian National Congress,"4,54,582","1,56,295",34.4 %,"6,405",4.10%,1967
Rajnandgaon,166,GEN,Madhya Pradesh [1947 - 1999],P. Devi,Indian National Congress,"5,12,194","2,71,482",53.0 %,"86,440",31.80%,1967
Ramanathapuram,218,GEN,Madras,M. Sheriff,Independent,"5,26,959","3,95,457",75.1 %,"32,025",8.10%,1967
Rampur,360,GEN,Uttar Pradesh [1947 - 1999],N. S. Z. A. Khan,Swatantra,"4,99,114","3,35,197",67.2 %,"48,899",14.60%,1967
Ramsanehighat,380,SC,Uttar Pradesh [1947 - 1999],B. Kureel,Indian National Congress,"4,90,633","2,29,552",46.8 %,"13,469",5.90%,1967
Ramtek,243,GEN,Maharashtra,A. G. Sonar,Indian National Congress,"5,08,935","3,54,511",69.7 %,"1,05,349",29.70%,1967
Ranchi,103,GEN,Bihar [1947 - 1999],P. K. Ghosh,Indian National Congress,"4,65,018","1,81,946",39.1 %,"4,167",2.30%,1967
Ratnagiri,225,GEN,Maharashtra,S. Mukherjee,Indian National Congress,"4,51,201","2,75,868",61.1 %,"50,439",18.30%,1967
Rewa,154,GEN,Madhya Pradesh [1947 - 1999],S.N. Shukla,Indian National Congress,"5,59,625","3,39,588",60.7 %,"57,839",17.00%,1967
Robertsganj,405,SC,Uttar Pradesh [1947 - 1999],R. Swarup,Indian National Congress,"5,00,334","2,47,604",49.5 %,"17,376",7.00%,1967
Rohtak,136,GEN,Haryana,R. Singh,Indian National Congress,"4,77,706","3,62,943",76.0 %,"55,596",15.30%,1967
Rosera,72,SC,Bihar [1947 - 1999],K. Paswan,Samyukta Socialist Party,"5,10,872","2,92,428",57.2 %,"11,388",3.90%,1967
Rupar,326,SC,Punjab,B. Singh,Indian National Congress,"4,75,396","3,48,741",73.4 %,"4,072",1.20%,1967
Sabarkantha,122,GEN,Gujarat,C.C. Desai,Swatantra,"4,15,763","2,76,327",66.5 %,"44,799",16.20%,1967
Sagar,171,SC,Madhya Pradesh [1947 - 1999],Ramsingh,Bhartiya Jan Sangh,"4,96,617","2,60,318",52.4 %,297,0.10%,1967
Saharanpur,436,SC,Uttar Pradesh [1947 - 1999],S. Lal,Indian National Congress,"5,06,832","3,26,163",64.4 %,"37,652",11.50%,1967
Saharsa,73,GEN,Bihar [1947 - 1999],G. Thakur,Samyukta Socialist Party,"5,35,539","3,23,072",60.3 %,"4,619",1.40%,1967
Saidpur,401,SC,Uttar Pradesh [1947 - 1999],S. Nath,Indian National Congress,"5,16,279","2,70,057",52.3 %,"13,437",5.00%,1967
Salem,198,GEN,Madras,K. Rajaram,Dravida Munetra Kazhagam,"5,20,373","3,93,435",75.6 %,"63,509",16.10%,1967
Salempur,394,GEN,Uttar Pradesh [1947 - 1999],V. Pandey,Indian National Congress,"5,15,742","2,79,698",54.2 %,"24,301",8.70%,1967
Samastipur,70,GEN,Bihar [1947 - 1999],Y. P. Mandal,Indian National Congress,"5,32,604","3,24,023",60.8 %,"31,672",9.80%,1967
Sambalpur,312,GEN,Orissa,S. Supakar,Indian National Congress,"5,33,170","2,05,646",38.6 %,"15,762",7.70%,1967
Sangli,266,GEN,Maharashtra,S. D. Patil,Indian National Congress,"5,06,419","3,59,507",71.0 %,"1,08,892",30.30%,1967
Sangrur,328,GEN,Punjab,N. Kaur,Akali Dal - Sant Fateh Singh Group,"4,72,029","3,35,192",71.0 %,"98,212",29.30%,1967
Sasaram,94,SC,Bihar [1947 - 1999],J. Ram,Indian National Congress,"5,35,908","2,91,181",54.3 %,"1,10,666",38.00%,1967
Satara,264,GEN,Maharashtra,Y. B. Chavan,Indian National Congress,"4,59,120","3,17,231",69.1 %,"1,27,836",40.30%,1967
Satna,153,GEN,Madhya Pradesh [1947 - 1999],D.V. Singh,Indian National Congress,"5,25,827","2,85,917",54.4 %,"36,579",12.80%,1967
Sawai Madhopur,339,ST,Rajasthan,M. Lal,Swatantra,"5,43,899","2,74,924",50.6 %,"61,417",22.30%,1967
Secunderabad,31,GEN,Andhra Pradesh,B. A. Mirza,Indian National Congress,"4,66,291","2,41,660",51.8 %,"82,532",34.20%,1967
Serampore,461,GEN,West Bengal,B. Ghosh,Indian National Congress,"5,06,446","3,74,672",74.0 %,"22,836",6.10%,1967
Shahabad,91,GEN,Bihar [1947 - 1999],B. Bhagat,Indian National Congress,"5,53,603","3,11,639",56.3 %,"7,227",2.30%,1967
Shahabad,367,GEN,Uttar Pradesh [1947 - 1999],J. B. Singh,Bhartiya Jan Sangh,"5,10,622","2,66,247",52.1 %,"1,513",0.60%,1967
Shahdol,155,ST,Madhya Pradesh [1947 - 1999],G. Kumari,Indian National Congress,"4,71,957","1,91,246",40.5 %,"97,804",51.10%,1967
Shahjahanpur,365,GEN,Uttar Pradesh [1947 - 1999],P. K. Khanna,Indian National Congress,"5,15,295","2,57,201",49.9 %,"3,082",1.20%,1967
Shahjapur,177,GEN,Madhya Pradesh [1947 - 1999],P. Baboorao,Bhartiya Jan Sangh,"5,03,266","2,89,381",57.5 %,"39,904",13.80%,1967
Shimoga,288,GEN,Mysore,J. H. Patel,Samyukta Socialist Party,"4,66,047","3,09,326",66.4 %,"26,054",8.40%,1967
Sholapur,257,GEN,Maharashtra,S. F. Damani,Indian National Congress,"4,45,183","2,86,454",64.4 %,"23,713",8.30%,1967
Siddipet,32,SC,Andhra Pradesh,G. Venkatswamy,Indian National Congress,"4,89,114","3,22,462",65.9 %,"97,830",30.30%,1967
Sidhi,156,GEN,Madhya Pradesh [1947 - 1999],B.P. Singh,Indian National Congress,"5,19,407","2,52,241",48.6 %,"82,383",32.70%,1967
Sikar,333,GEN,Rajasthan,S. Saboo,Bhartiya Jan Sangh,"6,07,264","3,82,686",63.0 %,"20,108",5.30%,1967
Simla,510,SC,Himachal Pradesh,P. Singh,Indian National Congress,"2,53,012","1,35,164",53.4 %,"33,130",24.50%,1967
Singhbhum,105,ST,Bihar [1947 - 1999],K. Birua,Independent,"4,88,906","1,43,332",29.3 %,"3,627",2.50%,1967
Sirsa,141,SC,Haryana,D. Singh,Indian National Congress,"5,07,661","3,65,218",71.9 %,"1,59,281",43.60%,1967
Sitamarhi,66,GEN,Bihar [1947 - 1999],N.P. Yadav,Indian National Congress,"5,64,690","3,75,492",66.5 %,517,0.10%,1967
